estimator_label,dgp,n,p,pi,tau,replications,resolved_replications,unresolved_replications,convergence_rate,bias,median_bias,mae,rmse,estimate_sd,empirical_coverage,coverage_mcse,coverage_mc95_lower,coverage_mc95_upper,mean_cr_length,median_cr_length,full_grid_rate,empty_region_rate,disconnected_region_rate,unresolved_rate,boundary_estimate_rate,iteration_warning_rate,rank_failure_rate,refinement_limit_rate,numerical_limit_rate,mean_selected_controls,median_selected_controls,min_selected_controls,max_selected_controls,mean_retained_instruments
Oracle IVQR,dgp2,500,500,0.25,0.75,500,500,0,1,-0.2460897502,-0.0744897502,0.948069385,1.173232119,1.14828156,0.914,0.01253826144,0.8894250076,0.9385749924,3.309299227,3.701151406,0.354,0,0.256,0,0.118,0.832,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,0.5,0.25,500,500,0,1,-0.009910249804,0.0744897502,0.570783672,0.6942728952,0.694897406,0.94,0.01062073444,0.9191833605,0.9608166395,2.371796829,2.324057734,0.008,0,0.198,0,0.04,0.858,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,0.5,0.5,500,500,0,1,-0.0224,0,0.488,0.6303015151,0.6305342075,0.944,0.01028241217,0.9238464722,0.9641535278,2.383289907,2.351138656,0.002,0,0.194,0,0.004,0.88,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,0.5,0.75,500,500,0,1,-0.0836897502,-0.0744897502,0.534861221,0.699685168,0.6953577531,0.926,0.01170675019,0.9030547696,0.9489452304,2.466696532,2.431602616,0.022,0,0.194,0,0.022,0.872,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,1,0.25,500,500,0,1,0.0120897502,0.0744897502,0.328657139,0.4119373764,0.4121723087,0.93,0.01141052146,0.9076353779,0.9523646221,1.529395799,1.501006054,0,0,0.034,0,0,0.878,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,1,0.5,500,500,0,1,-0.0072,0,0.2984,0.3847076812,0.3850255177,0.916,0.01240516022,0.891685886,0.940314114,1.388463105,1.377943957,0,0,0.022,0,0,0.852,0,0,0,,,,,
Oracle IVQR,dgp2,500,500,1,0.75,500,500,0,1,-0.0180897502,-0.0744897502,0.302955098,0.3768637407,0.3768063243,0.946,0.01010781876,0.9261886752,0.9658113248,1.452601042,1.426601199,0,0,0.046,0,0,0.866,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.1,0.25,500,500,0,1,0.4668897502,0.3744897502,1.099502032,1.324631375,1.240863298,0.942,0.01045332483,0.9215114833,0.9624885167,3.614556703,4,0.572,0,0.28,0,0.136,0.788,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.1,0.5,500,500,0,1,0.0804,0.2,1.0796,1.249992,1.248652917,0.948,0.009929350432,0.9285384732,0.9674615268,3.661974918,4,0.604,0,0.202,0,0.132,0.784,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.1,0.75,500,500,0,1,-0.3816897502,-0.2744897502,1.131636729,1.362334476,1.30908195,0.92,0.01213260071,0.8962201026,0.9437798974,3.574291155,4,0.6,0,0.252,0,0.174,0.842,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.25,0.25,500,500,0,1,0.1116897502,0.0744897502,0.695110196,0.8415050566,0.834895359,0.944,0.01028241217,0.9238464722,0.9641535278,2.905908913,2.889134489,0.11,0,0.276,0,0.082,0.796,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.25,0.5,500,500,0,1,0.002,0,0.65,0.823893197,0.8247158981,0.938,0.01078480412,0.9168617839,0.9591382161,2.90649431,2.898640755,0.064,0,0.252,0,0.026,0.796,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.25,0.75,500,500,0,1,-0.1564897502,-0.0744897502,0.694061221,0.8870203165,0.8739815143,0.94,0.01062073444,0.9191833605,0.9608166395,3.040950719,3.208727348,0.162,0,0.244,0,0.058,0.836,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.5,0.25,500,500,0,1,-0.007110249804,0.0744897502,0.389583672,0.486900396,0.4873360574,0.928,0.0115599308,0.9053425356,0.9506574644,1.828218805,1.789696709,0,0,0.136,0,0.01,0.828,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.5,0.5,500,500,0,1,-0.0024,0,0.3072,0.3947657533,0.3951538094,0.964,0.00833114638,0.9476709531,0.9803290469,1.724877898,1.676469845,0,0,0.104,0,0,0.812,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,0.5,0.75,500,500,0,1,-0.0276897502,-0.0744897502,0.380571426,0.4873771458,0.4870772511,0.93,0.01141052146,0.9076353779,0.9523646221,1.796794494,1.74244076,0,0,0.098,0,0.008,0.856,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,1,0.25,500,500,0,1,-0.0107102498,0.0744897502,0.239677549,0.2949841851,0.2950849204,0.926,0.01170675019,0.9030547696,0.9489452304,1.082343767,1.073795796,0,0,0.012,0,0,0.8,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,1,0.5,500,500,0,1,9.90318938e-17,0,0.1944,0.2579922479,0.2582506278,0.932,0.01125841907,0.9099334986,0.9540665014,0.9622574962,0.953122348,0,0,0.01,0,0,0.822,0,0,0,,,,,
Oracle IVQR,dgp2,1000,200,1,0.75,500,500,0,1,-0.006489750196,-0.0744897502,0.214444893,0.2675408695,0.2677300109,0.942,0.01045332483,0.9215114833,0.9624885167,1.020326899,1.002578905,0,0,0.002,0,0,0.84,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.1,0.25,500,500,0,1,0.3772897502,0.2744897502,1.057604073,1.267950991,1.211729647,0.946,0.01010781876,0.9261886752,0.9658113248,3.617706274,4,0.576,0,0.278,0,0.144,0.838,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.1,0.5,500,500,0,1,-0.0228,0,1.0348,1.217242786,1.218248093,0.954,0.009368457717,0.9356378229,0.9723621771,3.676685547,4,0.626,0,0.202,0,0.138,0.788,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.1,0.75,500,500,0,1,-0.4292897502,-0.2744897502,1.139440811,1.377275081,1.309972907,0.952,0.009559916318,0.933262564,0.970737436,3.697482548,4,0.638,0,0.214,0,0.184,0.846,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.25,0.25,500,500,0,1,0.0648897502,0.0744897502,0.664171426,0.8165038394,0.814736418,0.954,0.009368457717,0.9356378229,0.9723621771,2.94694559,2.957077647,0.116,0,0.268,0,0.056,0.822,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.25,0.5,500,500,0,1,-0.0288,0,0.6256,0.7911510602,0.7914185027,0.958,0.008970618708,0.9404175873,0.9755824127,2.946904327,2.930454185,0.086,0,0.28,0,0.016,0.784,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.25,0.75,500,500,0,1,-0.1644897502,-0.0744897502,0.736853057,0.936545182,0.922910357,0.916,0.01240516022,0.891685886,0.940314114,3.024326822,3.151612639,0.19,0,0.236,0,0.056,0.87,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.5,0.25,500,500,0,1,0.0196897502,0.0744897502,0.385951016,0.4851645559,0.4852503434,0.944,0.01028241217,0.9238464722,0.9641535278,1.840281587,1.797574547,0,0,0.1,0,0.008,0.8,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.5,0.5,500,500,0,1,0.034,0,0.3356,0.4397271882,0.4388498358,0.938,0.01078480412,0.9168617839,0.9591382161,1.716604218,1.686724072,0,0,0.092,0,0,0.784,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,0.5,0.75,500,500,0,1,-0.0192897502,-0.0744897502,0.390869385,0.489617253,0.4897270926,0.93,0.01141052146,0.9076353779,0.9523646221,1.848353899,1.792684926,0.002,0,0.128,0,0.004,0.858,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,1,0.25,500,500,0,1,0.0132897502,0.0744897502,0.221040811,0.2722336817,0.2721814201,0.95,0.009746794345,0.9308962831,0.9691037169,1.067811689,1.057811215,0,0,0.018,0,0,0.814,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,1,0.5,500,500,0,1,0.0052,0,0.1828,0.2431460466,0.2433338915,0.944,0.01028241217,0.9238464722,0.9641535278,0.9563298734,0.9390949895,0,0,0.01,0,0,0.808,0,0,0,,,,,
Oracle IVQR,dgp2,1000,500,1,0.75,500,500,0,1,-0.009689750196,-0.0744897502,0.233473467,0.2843498747,0.2844693404,0.928,0.0115599308,0.9053425356,0.9506574644,1.000829187,0.9901902775,0,0,0.008,0,0,0.878,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.1,0.25,500,500,0,1,0.3544892088,0.1628892088,1.099888921,1.303990813,1.256139009,0.954,0.009368457717,0.9356378229,0.9723621771,3.701574072,4,0.64,0.004,0.238,0,0.152,0.668,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.1,0.5,500,500,0,1,0.0184,0,1.076,1.246049758,1.247161683,0.96,0.00876356092,0.9428234206,0.9771765794,3.702039004,4,0.626,0,0.218,0,0.14,0.598,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.1,0.75,500,500,0,1,-0.2940892088,-0.1628892088,1.100857784,1.316721316,1.284744214,0.928,0.0115599308,0.9053425356,0.9506574644,3.612031921,4,0.614,0,0.226,0,0.166,0.65,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.25,0.25,500,500,0,1,0.1096892088,0.1628892088,0.7647217957,0.9341528154,0.9286196363,0.954,0.009368457717,0.9356378229,0.9723621771,3.089266851,3.188880094,0.194,0,0.296,0,0.078,0.674,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.25,0.5,500,500,0,1,0.0104,0,0.6232,0.7816904758,0.7824040851,0.974,0.007116740827,0.960051188,0.987948812,3.051067736,3.057926502,0.128,0,0.306,0,0.02,0.608,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.25,0.75,500,500,0,1,-0.1700892088,-0.1628892088,0.721509341,0.9324797579,0.9177541639,0.954,0.009368457717,0.9356378229,0.9723621771,3.159200588,3.287085229,0.21,0,0.264,0,0.052,0.664,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.5,0.25,500,500,0,1,-0.07671079121,-0.03711079121,0.4290346129,0.5332882762,0.5282707449,0.948,0.009929350432,0.9285384732,0.9674615268,2.004111269,1.964944902,0,0,0.16,0,0.014,0.616,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.5,0.5,500,500,0,1,0.0128,0,0.3248,0.4096828041,0.4098928938,0.97,0.007628892449,0.9550473708,0.9849526292,1.791115626,1.734478944,0,0,0.092,0,0,0.634,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,0.5,0.75,500,500,0,1,-0.03608920879,0.03711079121,0.427162636,0.5571572408,0.5565440167,0.93,0.01141052146,0.9076353779,0.9523646221,1.973448664,1.835245229,0.004,0,0.162,0,0.006,0.696,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,1,0.25,500,500,0,1,-0.01231079121,-0.03711079121,0.2573439539,0.3284151574,0.3285130159,0.934,0.01110351296,0.9122371146,0.9557628854,1.228242982,1.203561218,0,0,0.018,0,0,0.704,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,1,0.5,500,500,0,1,0.0116,0,0.2108,0.2789982079,0.2790361309,0.95,0.009746794345,0.9308962831,0.9691037169,1.055577395,1.033389219,0,0,0.014,0,0,0.628,0,0,0,,,,,
Oracle IVQR,dgp3,500,200,1,0.75,500,500,0,1,-0.01768920879,0.03711079121,0.2551048518,0.3161484906,0.3159693549,0.92,0.01213260071,0.8962201026,0.9437798974,1.145673007,1.116306501,0,0,0.02,0,0,0.63,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.1,0.25,500,500,0,1,0.2768892088,0.1628892088,1.044721796,1.243958052,1.213965165,0.954,0.009368457717,0.9356378229,0.9723621771,3.627072611,4,0.564,0,0.3,0,0.132,0.626,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.1,0.5,500,500,0,1,0.026,0.2,1.0076,1.179321839,1.180216006,0.956,0.009172131704,0.9380226219,0.9739773781,3.688859425,4,0.644,0.004,0.196,0,0.088,0.636,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.1,0.75,500,500,0,1,-0.3264892088,-0.1628892088,1.146651557,1.354248959,1.315620292,0.924,0.0118510759,0.9007718912,0.9472281088,3.567325991,4,0.594,0,0.238,0,0.174,0.702,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.25,0.25,500,500,0,1,0.03008920879,-0.03711079121,0.7300204201,0.8959852234,0.8963766743,0.934,0.01110351296,0.9122371146,0.9557628854,2.97275624,3.00354451,0.14,0,0.33,0,0.076,0.632,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.25,0.5,500,500,0,1,-0.0832,0,0.624,0.7894301742,0.7858198175,0.96,0.00876356092,0.9428234206,0.9771765794,3.028890964,3.041036555,0.138,0,0.27,0,0.03,0.618,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.25,0.75,500,500,0,1,-0.08968920879,0.03711079121,0.6846391022,0.8724482301,0.8686950109,0.956,0.009172131704,0.9380226219,0.9739773781,3.165343628,3.318733754,0.23,0,0.304,0,0.036,0.676,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.5,0.25,500,500,0,1,-0.01111079121,-0.03711079121,0.4100079655,0.5105364333,0.5109266994,0.948,0.009929350432,0.9285384732,0.9674615268,2.001677985,1.933143425,0,0,0.156,0,0.004,0.674,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.5,0.5,500,500,0,1,-0.022,0,0.3428,0.451929198,0.4518454699,0.952,0.009559916318,0.933262564,0.970737436,1.777070351,1.729597887,0,0,0.122,0,0,0.644,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,0.5,0.75,500,500,0,1,-0.03488920879,0.03711079121,0.3825564086,0.4989922413,0.4982695506,0.95,0.009746794345,0.9308962831,0.9691037169,1.966959896,1.84301934,0.002,0,0.152,0,0.002,0.662,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,1,0.25,500,500,0,1,-0.01311079121,-0.03711079121,0.2663501813,0.3316562872,0.3317289378,0.934,0.01110351296,0.9122371146,0.9557628854,1.216018127,1.190641961,0,0,0.03,0,0.002,0.654,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,1,0.5,500,500,0,1,-0.0104,0,0.2064,0.2704071005,0.2704776448,0.93,0.01141052146,0.9076353779,0.9523646221,1.04333742,1.036815018,0,0,0.006,0,0,0.626,0,0,0,,,,,
Oracle IVQR,dgp3,500,500,1,0.75,500,500,0,1,-0.01608920879,0.03711079121,0.2507173065,0.3223486042,0.3222692585,0.912,0.01266933305,0.8871681072,0.9368318928,1.149515418,1.107323751,0,0,0.022,0,0,0.674,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.1,0.25,500,500,0,1,0.2476892088,0.1628892088,1.011224909,1.209660657,1.18521662,0.956,0.009172131704,0.9380226219,0.9739773781,3.558060475,4,0.508,0.002,0.256,0,0.13,0.552,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.1,0.5,500,500,0,1,0.0152,0,0.9256,1.109882877,1.110890235,0.958,0.008970618708,0.9404175873,0.9755824127,3.551143641,3.945731674,0.47,0,0.23,0,0.094,0.512,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.1,0.75,500,500,0,1,-0.2984892088,-0.1628892088,1.032309341,1.253438649,1.218598624,0.942,0.01045332483,0.9215114833,0.9624885167,3.577471992,4,0.54,0,0.262,0,0.136,0.616,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.25,0.25,500,500,0,1,-0.02551079121,-0.03711079121,0.5561688633,0.6956696346,0.6958979724,0.956,0.009172131704,0.9380226219,0.9739773781,2.477742484,2.398360433,0.02,0,0.218,0,0.038,0.616,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.25,0.5,500,500,0,1,-0.0184,0,0.4216,0.5427338206,0.5429650653,0.954,0.009368457717,0.9356378229,0.9723621771,2.355502671,2.322990631,0.004,0,0.232,0,0.006,0.576,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.25,0.75,500,500,0,1,-0.05848920879,0.03711079121,0.5802266475,0.7513997788,0.7498701558,0.918,0.01226996333,0.8939508719,0.9420491281,2.572296852,2.575604289,0.044,0,0.292,0,0.024,0.61,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.5,0.25,500,500,0,1,0.008489208789,-0.03711079121,0.2965110791,0.3772435641,0.3775257493,0.958,0.008970618708,0.9404175873,0.9755824127,1.462559806,1.444107936,0,0,0.076,0,0,0.564,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.5,0.5,500,500,0,1,-0.0076,0,0.21,0.2761159177,0.2762877301,0.944,0.01028241217,0.9238464722,0.9641535278,1.175053222,1.140870896,0,0,0.036,0,0,0.524,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,0.5,0.75,500,500,0,1,-0.007689208789,0.03711079121,0.2786470676,0.3530043681,0.3532740652,0.944,0.01028241217,0.9238464722,0.9641535278,1.377282989,1.339282929,0,0,0.068,0,0,0.638,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,1,0.25,500,500,0,1,0.01688920879,-0.03711079121,0.1827501813,0.2255864477,0.2251786198,0.928,0.0115599308,0.9053425356,0.9506574644,0.8378817574,0.828720024,0,0,0.006,0,0,0.592,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,1,0.5,500,500,0,1,0.0108,0,0.1404,0.197787765,0.1976904728,0.928,0.0115599308,0.9053425356,0.9506574644,0.7056896595,0.6960751808,0,0,0,0,0,0.53,0,0,0,,,,,
Oracle IVQR,dgp3,1000,200,1,0.75,500,500,0,1,-0.01528920879,0.03711079121,0.1746346129,0.2186504057,0.2183336418,0.94,0.01062073444,0.9191833605,0.9608166395,0.7923829975,0.7872686073,0,0,0.002,0,0,0.64,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.1,0.25,500,500,0,1,0.2332892088,0.1628892088,0.9851217957,1.174473369,1.152223537,0.948,0.009929350432,0.9285384732,0.9674615268,3.551937933,3.976484168,0.492,0,0.306,0,0.136,0.616,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.1,0.5,500,500,0,1,-0.0476,0,0.8828,1.070738063,1.07075079,0.956,0.009172131704,0.9380226219,0.9739773781,3.573494432,3.909861595,0.454,0,0.256,0,0.06,0.56,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.1,0.75,500,500,0,1,-0.2596892088,-0.1628892088,0.9981031137,1.230279743,1.203764037,0.936,0.01094568408,0.9145464592,0.9574535408,3.517689633,4,0.53,0,0.24,0,0.146,0.634,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.25,0.25,500,500,0,1,0.03048920879,-0.03711079121,0.5394844316,0.6787929227,0.6787869647,0.938,0.01078480412,0.9168617839,0.9591382161,2.48728869,2.459408252,0.018,0,0.238,0,0.024,0.586,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.25,0.5,500,500,0,1,-0.0176,0,0.4328,0.5665333176,0.5668269803,0.968,0.007870959281,0.9525729198,0.9834270802,2.293939383,2.266698987,0.002,0,0.258,0,0,0.548,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.25,0.75,500,500,0,1,-0.04688920879,0.03711079121,0.5182595223,0.6855819411,0.6846616121,0.932,0.01125841907,0.9099334986,0.9540665014,2.644622922,2.655381952,0.054,0,0.282,0,0.014,0.618,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.5,0.25,500,500,0,1,-0.008310791211,-0.03711079121,0.3071173065,0.3917647626,0.3920688664,0.932,0.01125841907,0.9099334986,0.9540665014,1.43366384,1.379767199,0,0,0.064,0,0,0.608,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.5,0.5,500,500,0,1,-0.0092,0,0.2308,0.2957025533,0.2958554053,0.962,0.008550555538,0.9452409111,0.9787590889,1.182455513,1.156189201,0,0,0.022,0,0,0.518,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,0.5,0.75,500,500,0,1,-0.02568920879,0.03711079121,0.2754017381,0.3521307931,0.351544203,0.936,0.01094568408,0.9145464592,0.9574535408,1.372691512,1.365779907,0,0,0.048,0,0,0.624,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,1,0.25,500,500,0,1,0.01848920879,-0.03711079121,0.1834346129,0.2312801134,0.2307707744,0.924,0.0118510759,0.9007718912,0.9472281088,0.8437038126,0.8360231765,0,0,0.006,0,0,0.586,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,1,0.5,500,500,0,1,-0.0128,0,0.136,0.1901578292,0.1899165517,0.954,0.009368457717,0.9356378229,0.9723621771,0.7127372366,0.7046155966,0,0,0,0,0,0.546,0,0,0,,,,,
Oracle IVQR,dgp3,1000,500,1,0.75,500,500,0,1,0.008710791211,0.03711079121,0.1653972489,0.2085888729,0.2086156297,0.96,0.00876356092,0.9428234206,0.9771765794,0.7878670897,0.7741948344,0,0,0,0,0,0.636,0,0,0,,,,,
Post-selection IVQR,dgp1,500,200,0.1,0.25,500,500,0,1,0.5488897502,0.4744897502,1.182285704,1.404074285,1.293635043,0.942,0.01045332483,0.9215114833,0.9624885167,3.633987266,4,0.636,0.008,0.244,0,0.166,0.876,0,0,0,14.616,13,3,53,1
Post-selection IVQR,dgp1,500,200,0.1,0.5,500,500,0,1,-0.0492,0,1.1124,1.287819863,1.288168512,0.94,0.01062073444,0.9191833605,0.9608166395,3.665823301,4,0.642,0,0.21,0,0.14,0.882,0,0,0,14.316,13,3,47,1
Post-selection IVQR,dgp1,500,200,0.1,0.75,500,500,0,1,-0.3484897502,-0.2744897502,1.111142852,1.335563217,1.290587165,0.924,0.0118510759,0.9007718912,0.9472281088,3.659533178,4,0.688,0.004,0.186,0,0.168,0.904,0,0,0,14.5,13,3,47,1
Post-selection IVQR,dgp1,500,200,0.25,0.25,500,500,0,1,0.0940897502,0.0744897502,0.824477549,0.9999543595,0.9965148889,0.944,0.01028241217,0.9238464722,0.9641535278,3.14551045,3.294271215,0.236,0,0.268,0,0.118,0.87,0,0,0,15.04,14,3,47,1
Post-selection IVQR,dgp1,500,200,0.25,0.5,500,500,0,1,-0.0996,0,0.8244,1.007690429,1.003760385,0.934,0.01110351296,0.9122371146,0.9557628854,3.255259371,3.409322712,0.228,0,0.29,0,0.066,0.89,0,0,0,14.246,12.5,4,54,1
Post-selection IVQR,dgp1,500,200,0.25,0.75,500,500,0,1,-0.3060897502,-0.2744897502,0.879440811,1.108860846,1.066844766,0.928,0.0115599308,0.9053425356,0.9506574644,3.249676929,3.456073469,0.274,0,0.258,0,0.104,0.886,0,0,0,14.312,13,3,55,1
Post-selection IVQR,dgp1,500,200,0.5,0.25,500,500,0,1,-0.0255102498,0.0744897502,0.498195918,0.6172931012,0.6173834503,0.942,0.01045332483,0.9215114833,0.9624885167,2.219011737,2.16529616,0.002,0,0.19,0,0.034,0.868,0,0,0,14.872,13,4,48,1
Post-selection IVQR,dgp1,500,200,0.5,0.5,500,500,0,1,-0.0448,0,0.4408,0.5594282796,0.5581900324,0.952,0.009559916318,0.933262564,0.970737436,2.20262553,2.143652182,0.002,0,0.148,0,0.004,0.894,0,0,0,14.54,13,3,51,1
Post-selection IVQR,dgp1,500,200,0.5,0.75,500,500,0,1,-0.1680897502,-0.0744897502,0.547526524,0.7173096989,0.6980354913,0.896,0.01365166656,0.8692427335,0.9227572665,2.384300904,2.336741786,0.014,0,0.226,0,0.02,0.888,0,0,0,14.022,12,3,58,1
Post-selection IVQR,dgp1,500,200,1,0.25,500,500,0,1,-0.009910249804,0.0744897502,0.326171426,0.4044933288,0.4047768875,0.928,0.0115599308,0.9053425356,0.9506574644,1.427522073,1.404273038,0,0,0.046,0,0,0.864,0,0,0,14.314,12,3,67,1
Post-selection IVQR,dgp1,500,200,1,0.5,500,500,0,1,-0.0328,0,0.2848,0.3606660505,0.3595312022,0.922,0.01199299796,0.898493724,0.945506276,1.280517441,1.256937476,0,0,0.014,0,0,0.886,0,0,0,14.616,13,3,108,1
Post-selection IVQR,dgp1,500,200,1,0.75,500,500,0,1,-0.1516897502,-0.0744897502,0.3334122281,0.4233319505,0.3956174748,0.904,0.01317452086,0.8781779391,0.9298220609,1.376283134,1.350577487,0,0,0.034,0,0,0.864,0,0,0,14.388,13,3,52,1
Post-selection IVQR,dgp1,500,500,0.1,0.25,500,500,0,1,0.5324897502,0.4744897502,1.156787745,1.393966045,1.289543269,0.934,0.01110351296,0.9122371146,0.9557628854,3.631535378,4,0.606,0.002,0.27,0,0.158,0.884,0,0,0,16.352,14,3,63,1
Post-selection IVQR,dgp1,500,500,0.1,0.5,500,500,0,1,0.0576,0,1.1144,1.289216817,1.289219304,0.962,0.008550555538,0.9452409111,0.9787590889,3.711316385,4,0.694,0,0.162,0,0.156,0.856,0,0,0,15.314,14,3,61,1
Post-selection IVQR,dgp1,500,500,0.1,0.75,500,500,0,1,-0.4336897502,-0.2744897502,1.123620401,1.347479929,1.277057992,0.916,0.01240516022,0.891685886,0.940314114,3.595035026,4,0.626,0.006,0.222,0,0.178,0.884,0,0,0,15.382,14,3,63,1
Post-selection IVQR,dgp1,500,500,0.25,0.25,500,500,0,1,0.0960897502,0.0744897502,0.84355918,1.009458607,1.005881223,0.948,0.009929350432,0.9285384732,0.9674615268,3.191817357,3.367166621,0.234,0,0.316,0,0.114,0.882,0,0,0,14.97,13,3,60,1
Post-selection IVQR,dgp1,500,500,0.25,0.5,500,500,0,1,-0.0776,0,0.7904,0.9754588664,0.9733411663,0.946,0.01010781876,0.9261886752,0.9658113248,3.257916047,3.345568948,0.218,0,0.266,0,0.062,0.868,0,0,0,14.962,13,3,60,1
Post-selection IVQR,dgp1,500,500,0.25,0.75,500,500,0,1,-0.3352897502,-0.2744897502,0.943620401,1.171086067,1.12318585,0.9,0.01341640786,0.8737038406,0.9262961594,3.273646318,3.515791773,0.298,0,0.282,0,0.102,0.888,0,0,0,14.5,13,4,58,1
Post-selection IVQR,dgp1,500,500,0.5,0.25,500,500,0,1,-0.0179102498,0.0744897502,0.506971426,0.6370110023,0.6373968854,0.934,0.01110351296,0.9122371146,0.9557628854,2.199557221,2.132204164,0.006,0,0.214,0,0.044,0.882,0,0,0,15.694,13,3,56,1
Post-selection IVQR,dgp1,500,500,0.5,0.5,500,500,0,1,-0.1076,0,0.466,0.6168954531,0.6080474351,0.95,0.009746794345,0.9308962831,0.9691037169,2.224577658,2.155323473,0,0,0.13,0,0.004,0.884,0,0,0,15.57,13,2,75,1
Post-selection IVQR,dgp1,500,500,0.5,0.75,500,500,0,1,-0.2312897502,-0.2744897502,0.5740652941,0.7262704101,0.6891470142,0.906,0.01305097697,0.8804200851,0.9315799149,2.392095733,2.328424945,0.014,0,0.194,0,0.018,0.888,0,0,0,15.514,13,3,93,1
Post-selection IVQR,dgp1,500,500,1,0.25,500,500,0,1,-0.0399102498,0.0744897502,0.321897959,0.3935803197,0.3919437201,0.934,0.01110351296,0.9122371146,0.9557628854,1.437784466,1.411346637,0,0,0.032,0,0.004,0.854,0,0,0,14.85,12,3,69,1
Post-selection IVQR,dgp1,500,500,1,0.5,500,500,0,1,-0.1032,0,0.276,0.3624362013,0.3477810566,0.934,0.01110351296,0.9122371146,0.9557628854,1.305915715,1.266558967,0,0,0.018,0,0,0.87,0,0,0,15.066,12,3,70,1
Post-selection IVQR,dgp1,500,500,1,0.75,500,500,0,1,-0.1896897502,-0.0744897502,0.3442734491,0.4372541153,0.3943602414,0.908,0.01292563345,0.8826657584,0.9333342416,1.419802511,1.364034667,0,0,0.046,0,0,0.864,0,0,0,15.294,13,2,60,1
