dgp,n,p,pi,tau,estimator,replications,valid_estimates,bias,median_bias,rmse,mae,coverage,coverage_valid_only,avg_cr_length,avg_cr_length_valid_only,avg_cr_hull_length,failure_rate,non_convergence_rate,cr_empty_rate,cr_disconnected_rate,boundary_rate,alpha_hat_boundary_rate,cr_boundary_hit_rate,mean_failed_alpha_count,mean_failed_alpha_rate,mean_selected_controls,critical_value_multiplier,mean_critical_value_adjusted,mean_runtime_seconds,mean_runtime_total_sec,median_runtime_total_sec,mean_runtime_alpha_grid_sec,mean_runtime_confidence_region_sec,mean_dml_runtime_crossfit_sec,mean_ps_runtime_selection_sec,expected_replications,observed_replications,completion_rate
dgp3,500,500,1.0,0.75,dml_ivqr,10,10,-0.3428892087894133,-0.36288920878941333,0.5149495213166335,0.40515568351576536,0.9,0.9,1.8460842191443199,1.8460842191443199,1.9156890170770446,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,69.06988506000489,69.06988506000489,68.81351284999982,69.02245636999723,0.00078598000691266,0.04626530999667008,,10,10,1.0
dgp3,1000,200,0.1,0.25,dml_ivqr,10,10,0.38288920878941335,0.16288920878941346,1.3439509463545845,1.06,0.8,0.8,3.157713804062532,3.157713804062532,3.22591268709602,0.0,0.0,0.0,0.3,0.1,0.1,1.0,0.0,0.0,,1.0,3.841458820694124,40.66251864999067,40.66251864999067,40.79854874999728,40.62847564999829,0.00069163999869483,0.03303514000144783,,10,10,1.0
dgp3,1000,200,0.1,0.5,dml_ivqr,10,10,0.10000000000000013,0.1000000000000002,0.9011104260855048,0.78,1.0,1.0,3.513889124523599,3.513889124523599,3.718235638772698,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,49.67260217000148,49.67260217000148,49.688205449987436,49.63987954999902,0.0006913200020789701,0.031695390009554035,,10,10,1.0
dgp3,1000,200,0.1,0.75,dml_ivqr,10,10,-0.3828892087894134,-0.36288920878941333,1.1127462182399828,0.8925778417578828,0.9,0.9,3.5794057290144274,3.5794057290144274,3.637350311271773,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,40.07255912999972,40.07255912999972,40.26925705000758,40.03877699000295,0.0006515199958812,0.032836370007134935,,10,10,1.0
dgp3,1000,200,0.25,0.25,dml_ivqr,10,10,-0.21711079121058657,-0.1371107912105865,0.5820112504583456,0.43484431648423455,1.0,1.0,2.480515546849756,2.480515546849756,2.503507786380346,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,,1.0,3.841458820694124,40.65067486998741,40.65067486998741,40.57673169995542,40.61633306000149,0.00070243000518524,0.03328225000295785,,10,10,1.0
dgp3,1000,200,0.25,0.5,dml_ivqr,10,10,0.2200000000000002,0.20000000000000018,0.6164414002968979,0.5000000000000002,1.0,1.0,2.7330538543317693,2.7330538543317693,2.8140166842711767,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,49.50251587999519,49.50251587999519,49.52378330001375,49.473573560005754,0.0007232400006614099,0.027884350012754973,,10,10,1.0
dgp3,1000,200,0.25,0.75,dml_ivqr,10,10,0.017110791210586694,0.23711079121058698,0.9570228728592919,0.6348443164842348,1.0,1.0,2.384354708400172,2.384354708400172,2.5861176117858133,0.0,0.0,0.0,0.4,0.1,0.1,0.6,0.0,0.0,,1.0,3.841458820694124,41.29162852000445,41.29162852000445,41.35549090002314,41.26006143000559,0.00065955999889406,0.0305976000090595,,10,10,1.0
dgp3,1000,200,0.5,0.25,dml_ivqr,10,10,0.1028892087894135,0.1628892087894135,0.20733111026884393,0.1725778417578827,1.0,1.0,1.3612301071238413,1.3612301071238413,1.3612301071238413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,41.20662697000662,41.20662697000662,41.29521835001651,41.173945669998645,0.0007380600029136301,0.03164701001951466,,10,10,1.0
dgp3,1000,200,0.5,0.5,dml_ivqr,10,10,0.020000000000000094,0.10000000000000009,0.3521363372331802,0.26000000000000006,1.0,1.0,1.1428804682797282,1.1428804682797282,1.1428804682797282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,49.053386580001096,49.053386580001096,49.23336929999641,49.023170139995635,0.00075057000503871,0.029179310007020794,,10,10,1.0
dgp3,1000,200,0.5,0.75,dml_ivqr,10,10,-0.24288920878941336,-0.26288920878941324,0.44339053637436526,0.38515568351576535,1.0,1.0,1.532840352861041,1.532840352861041,1.5566399952844796,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,41.156876649986955,41.156876649986955,41.22543484999915,41.12331503999303,0.00078387999674301,0.03246046999702225,,10,10,1.0
dgp3,1000,200,1.0,0.25,dml_ivqr,10,10,0.16288920878941346,0.1628892087894135,0.28728538831628925,0.25773352527364807,0.9,0.9,0.8562143982232711,0.8562143982232711,0.8562143982232711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,40.71924318000674,40.71924318000674,40.843109550041845,40.68548526999657,0.00083537000464271,0.03260200001532206,,10,10,1.0
dgp3,1000,200,1.0,0.5,dml_ivqr,10,10,-0.039999999999999925,0.0,0.2190890230020665,0.16000000000000003,0.9,0.9,0.7973142522236565,0.7973142522236565,0.7973142522236565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,49.62786930999137,49.62786930999137,49.84846784998081,49.59661881999928,0.00069243001053105,0.030245369992917347,,10,10,1.0
dgp3,1000,200,1.0,0.75,dml_ivqr,10,10,-0.20288920878941333,-0.06288920878941329,0.37889844423432806,0.28,0.8,0.8,0.9445116954857466,0.9445116954857466,0.9445116954857466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,40.97521907998598,40.97521907998598,41.00320524998824,40.939467260008676,0.00067511998931873,0.03472821000614199,,10,10,1.0
dgp3,1000,500,0.1,0.25,dml_ivqr,10,10,0.3028892087894135,0.4628892087894134,0.7874908715668246,0.6925778417578827,1.0,1.0,3.6670432963451938,3.6670432963451938,3.9383399529945486,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,169.12094116000225,169.12094116000225,169.91724184999475,169.04126677000895,0.00071149999275798,0.07836664000642482,,10,10,1.0
dgp3,1000,500,0.1,0.5,dml_ivqr,10,10,-0.05999999999999994,-0.09999999999999998,1.1189280584559491,0.9,1.0,1.0,3.2889473061564494,3.2889473061564494,3.4384937212333875,0.0,0.0,0.0,0.5,0.1,0.1,0.8,0.0,0.0,,1.0,3.841458820694124,226.71646284000016,226.71646284000016,226.80544830000144,226.6301633600029,0.0006893599813337901,0.0848780799948144,,10,10,1.0
dgp3,1000,500,0.1,0.75,dml_ivqr,10,10,0.17711079121058668,0.23711079121058698,1.0732046553958103,0.9874221582421174,1.0,1.0,3.9625988521865283,3.9625988521865283,3.963267913068912,0.0,0.0,0.0,0.1,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,165.98209896000918,165.98209896000918,166.63068565001595,165.89749199999497,0.0007850399997550502,0.08297524000518018,,10,10,1.0
dgp3,1000,500,0.25,0.25,dml_ivqr,10,10,0.7228892087894135,0.9628892087894136,1.305744541701854,1.1451556835157657,0.8,0.8,2.854142469958724,2.854142469958724,3.042568106498096,0.0,0.0,0.0,0.4,0.0,0.0,0.9,0.0,0.0,,1.0,3.841458820694124,168.60714160999632,168.60714160999632,169.27284900000086,168.5259570599941,0.00066938999807457,0.07974555999389846,,10,10,1.0
dgp3,1000,500,0.25,0.5,dml_ivqr,10,10,0.1400000000000002,0.40000000000000036,1.0601886624558858,0.9000000000000001,0.7,0.7,2.3856825054961908,2.3856825054961908,2.3907684409656946,0.0,0.0,0.0,0.1,0.1,0.1,0.6,0.0,0.0,,1.0,3.841458820694124,228.6119570500101,228.6119570500101,228.7362673000316,228.51857656998328,0.00065841000177893,0.09188815000234167,,10,10,1.0
dgp3,1000,500,0.25,0.75,dml_ivqr,10,10,-0.2428892087894133,0.03711079121058691,0.9489969271532692,0.7600000000000001,1.0,1.0,2.8542351835391706,2.8542351835391706,2.935207020241633,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.0,,1.0,3.841458820694124,168.21871244998766,168.21871244998766,168.52560634998372,168.1412427000003,0.00064057998824859,0.0761620399949606,,10,10,1.0
dgp3,1000,500,0.5,0.25,dml_ivqr,10,10,-0.13711079121058645,0.06288920878941348,0.7828150286411172,0.66,0.9,0.9,2.3179441265769656,2.3179441265769656,2.395395405178747,0.0,0.0,0.0,0.2,0.1,0.1,0.7,0.0,0.0,,1.0,3.841458820694124,166.3688589300087,166.3688589300087,167.12559230002807,166.28809649000178,0.00074418000294822,0.079375820007408,,10,10,1.0
dgp3,1000,500,0.5,0.5,dml_ivqr,10,10,0.3400000000000002,0.40000000000000036,0.5329165037789693,0.4200000000000001,0.9,0.9,1.7091429083807064,1.7091429083807064,1.7091429083807064,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,226.63559610001394,226.63559610001394,226.89597325000796,226.55574757999858,0.0007698299887124,0.07838354999548752,,10,10,1.0
dgp3,1000,500,0.5,0.75,dml_ivqr,10,10,-0.06288920878941329,-0.26288920878941324,0.5638750327707005,0.4925778417578828,0.7,0.7,2.0412153669441024,2.0412153669441024,2.0624531732953315,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,,1.0,3.841458820694124,166.95368852000684,166.95368852000684,166.877030499978,166.87500840001158,0.00062082000076766,0.07727729998878198,,10,10,1.0
dgp3,1000,500,1.0,0.25,dml_ivqr,10,10,0.2428892087894135,0.26288920878941346,0.40570330014229283,0.3125778417578827,0.8,0.8,1.392946471523493,1.392946471523493,1.392946471523493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,191.3123401299934,191.3123401299934,192.25082209997345,191.21377996000228,0.0008282400085590401,0.09694731999770734,,10,10,1.0
dgp3,1000,500,1.0,0.5,dml_ivqr,10,10,0.14000000000000007,0.0,0.3633180424916991,0.22000000000000006,0.9,0.9,1.1801272826687605,1.1801272826687605,1.211604418220472,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,378.61278768000193,378.61278768000193,378.7132711999875,378.5122477899946,0.0014650999917648299,0.09828870000201273,,10,10,1.0
dgp3,1000,500,1.0,0.75,dml_ivqr,10,10,-0.08288920878941333,0.03711079121058658,0.44773945652995006,0.33484431648423485,0.7,0.7,1.2748878835242183,1.2748878835242183,1.2863419477267046,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,325.6137209699897,325.6137209699897,325.9429378999921,325.42048195999814,0.00060803999658669,0.19155185000272462,,10,10,1.0
